Year,Month,Chinese Entity,Quantity in Millions,Share Size,Transaction Party,Sector,Subsector,Country,Region,OBOR
2016,July,State Construction Engineering,$180 ,,DA RANU,Utilities,,Papua New Guinea,East Asia,0
2016,July,Sinomach,$450 ,,,Utilities,,Zambia,Sub-Saharan Africa,0
2016,July,Sinomach,$270 ,,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2016,July,CNPC,$330 ,,Aramco,Energy,Oil,Saudi Arabia,Arab Middle East and North Africa,1
2016,July,Power Construction Corp,$600 ,,,Energy,Hydro,Zimbabwe,Sub-Saharan Africa,0
2016,July,Minmetals,$110 ,,,Metals,Steel,Malaysia,East Asia,1
2016,July,China Railway Construction,$250 ,,,Other,Textiles,Ethiopia,Sub-Saharan Africa,1
2016,July,China Energy Engineering,$530 ,,KAPCO,Energy,Coal,Pakistan,West Asia,1
2016,July,Minmetals,$800 ,,,Tourism,,Philippines,East Asia,1
2016,July,China Railway Construction,"$1,220 ",,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2016,July,Sino Great Wall,$300 ,,,Real estate,Construction,Congo,Sub-Saharan Africa,0
2016,July,Beijing Enterprises,$160 ,,,Utilities,,Malaysia,East Asia,1
2016,July,Jiangsu International,$120 ,,,Logistics,,Papua New Guinea,East Asia,0
2016,July,Power Construction Corp,$110 ,,Sarahnlom,Energy,Alternative,Thailand,East Asia,1
2016,July,China Nonferrous,$650 ,,Eurasian Resources,Metals,Copper,Dem. Rep. Congo,Sub-Saharan Africa,0
2016,July,CITIC,$130 ,,,Agriculture,,Venezuela,South America,0
2016,July,Sinosteel,$160 ,,AQS,Metals,Steel,Algeria,Arab Middle East and North Africa,0
2016,July,Power Construction Corp,$120 ,,,Energy,Hydro,Sri Lanka,West Asia,1
2016,July,Qihoo and Beijing Kunlun,$610 ,,Opera Software,Technology,Telecom,Norway,Europe,0
2016,July,Dalian Wanda,"$1,210 ",100%,Odeon and UCI Cinemas,Entertainment,,United Kingdom,Europe,0
2016,July,Taikang Life,$230 ,14%,Sotheby's,Other,,United States,USA,0
2016,July,China Resources,$320 ,25%,Genesiscare,Other,Medical,Australia,Australia,0
2016,July,Luye Group,$270 ,,Acino,Other,Medical,Switzerland,Europe,0
2016,July,China Animal Husbandry,$180 ,72%,Mataura Valley Milk,Agriculture,,New Zealand,East Asia,1
2016,July,Chem China,"$1,400 ",40%,Adama Agricultural Solutions,Agriculture,,Israel,Europe,1
2016,July,Jiquan Iron and Steel,$300 ,100%,Alumina Partners,Metals,,Jamaica,North America,0
2016,July,Three Gorges,$220 ,,,Energy,Alternative,Pakistan,West Asia,1
2016,July,XCMG,$100 ,,,Real estate,Construction,Brazil,South America,0
2016,July,Dalian Wanda,"$1,160 ",,,Entertainment,,United States,USA,0
2016,July,Sichuan Guangdong Construction,$290 ,,,Real estate,Property,United Kingdom,Europe,0
2016,July,"IDG, MLS,  Yiwu State-Owned Assets",$440 ,,Osram,Other,Industry,Germany,Europe,0
2016,July,Lenovo,$200 ,44%,NEC,Technology,,Japan,East Asia,0
2016,July,Hailiang,$140 ,,,Real estate,Property,Australia,Australia,0
2016,August,State Grid,$720 ,,,Energy,,Kenya,Sub-Saharan Africa,0
2016,August,State Grid,$540 ,,,Energy,,Ethiopia,Sub-Saharan Africa,1
2016,August,China Railway Engineering,"$3,140 ",,,Transport,Rail,Bangladesh,West Asia,1
2016,August,China Railway Engineering,$370 ,,,Transport,Rail,Malaysia,East Asia,1
2016,August,China Railway Engineering,$200 ,,,Transport,Autos,Kuwait,Arab Middle East and North Africa,1
2016,August,China Railway Engineering,$180 ,,,Transport,Rail,Singapore,East Asia,1
2016,August,China Railway Engineering,$160 ,,,Transport,Autos,Sierra Leone,Sub-Saharan Africa,0
2016,August,China Railway Engineering,$130 ,,,Real estate,Construction,Papua New Guinea,East Asia,0
2016,August,China Railway Engineering,$110 ,,,Other,Education,Mongolia,East Asia,1
2016,August,China Energy Engineering,$410 ,,Starenergie 2073,Energy,Gas,C?te d'Ivoire,Sub-Saharan Africa,0
2016,August,China Railway Construction,"$1,690 ",,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2016,August,China Railway Construction,"$1,850 ",,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2016,August,"Jiangsu Yongding, Harbin Electric",$300 ,,,Energy,,Bangladesh,West Asia,1
2016,August,Sinopec,$220 ,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa,1
2016,August,Sino Great Wall,$230 ,,PT Wanxiang Nickel,Metals,,Indonesia,East Asia,1
2016,August,Power Construction Corp,$360 ,,,Energy,Gas,Iran,West Asia,1
2016,August,China Communications Construction,$540 ,,,Transport,Autos,Nigeria,Sub-Saharan Africa,0
2016,August,China Communications Construction,$480 ,,,Logistics,,Ghana,Sub-Saharan Africa,0
2016,August,China Communications Construction,$440 ,,,Transport,Shipping,Angola,Sub-Saharan Africa,0
2016,August,China Railway Engineering,$130 ,,,Real estate,Construction,Angola,Sub-Saharan Africa,0
2016,August,Tidfore Heavy Equipment,$150 ,,Uttam Galva Metallics,Metals,Steel,India,West Asia,1
2016,August,Shanghai Industrial and Primavera Capital,$230 ,,Vitaco,Agriculture,,Australia,Australia,0
2016,August,HNA,$340 ,,RocketSpace,Technology,,United States,USA,0
2016,August,Didi Chuxing,"$1,000 ",2%,Uber Global,Transport,Autos,United States,USA,0
2016,August,Greenland-led consortium,$170 ,,,Technology,,United States,USA,0
2016,August,Golden Concord,$150 ,,SunEdison,Energy,Alternative,United States,USA,0
2016,August,Shanda Investment,$120 ,10%,Community Health Systems,Other,Medical,United States,USA,0
2016,August,Oceanwide Holdings,$280 ,,,Tourism,,United States,USA,0
2016,August,China Orient Asset Management,$140 ,,Kaufman Organization,Real estate,Property,United States,USA,0
2016,August,Yunyi Guokai Shanghai,$190 ,,West Bromwich,Entertainment,,United Kingdom,Europe,0
2016,August,Midea,"$4,680 ",82%,Kuka,Technology,,Germany,Europe,0
2016,August,Shanghai Giant-led consortium,"$4,400 ",,Playtika,Entertainment,,Israel,Europe,1
2016,August,BAIC,$520 ,65%,Industrial Development Co,Transport,Autos,South Africa,Sub-Saharan Africa,1
2016,August,COSCO,$780 ,67%,,Transport,Shipping,Greece,Europe,0
2016,August,China Communications Construction,"$1,430 ",,,Real estate,Property,Sri Lanka,West Asia,1
2016,August,Shanghai Electric,$220 ,100%,Deutsche Beteiligung and Frankfurt am Main,Transport,Aviation,Germany,Europe,0
2016,August,COSCO,"$1,440 ",49%,Nidera,Agriculture,,Netherlands,Europe,0
2016,August,Fujian Construction Engineering,$100 ,,,Real estate,Construction,Kenya,Sub-Saharan Africa,0
2016,August,Jiangsu Longze,$130 ,51%,Diamond Power Infrastructure,Energy,,India,West Asia,1
2016,August,IDG Capital,$110 ,20%,Olympique Lyonnais,Entertainment,,France,Europe,0
2016,August,China Energy Engineering,$100 ,,,Energy,Hydro,Mongolia,East Asia,1
2016,August,China Energy Engineering,$180 ,70%,Darnak,Real estate,Construction,Kazakhstan,West Asia,1
2016,August,Shanghai Municipal Investment,$300 ,13%,Central Park Tower,Real estate,Property,United States,USA,0
2016,August,Songcheng Performance,$300 ,,,Entertainment,,Australia,Australia,0
2016,August,HNA,$260 ,,,Real estate,Property,United States,USA,0
2016,August,Shenyang Blue Silver,$110 ,,,Other,Industry,Germany,Europe,0
2016,September,Lanzhou Lanshi,$620 ,,,Energy,Oil,Cambodia,East Asia,1
2016,September,Three Gorges,$990 ,,,Energy,Hydro,Bolivia,South America,0
2016,September,China National Chemical Engineering,$160 ,,Georgian Oil and Gas,Energy,,Georgia,West Asia,1
2016,September,China Communications Construction,$230 ,,,Other,Medical,Australia,Australia,0
2016,September,China Energy Engineering,$550 ,,Modern Power Solutions,Energy,Oil,Ghana,Sub-Saharan Africa,0
2016,September,Power Construction Corp,$880 ,,,Transport,Rail,Laos,East Asia,1
2016,September,CIC,"$1,460 ",20%,,Transport,Shipping,Australia,Australia,0
2016,September,Chengdu Tianqi,$310 ,,,Metals,,Australia,Australia,0
2016,September,Chengdu Tianqi,$210 ,2%,SQM,Metals,,Chile,South America,0
2016,September,China Ocean Shipping,$670 ,90%,,Transport,Shipping,United Arab Emirates,Arab Middle East and North Africa,1
2016,September,China Mingshen Investment,$110 ,,Societe Generale,Real estate,Property,United Kingdom,Europe,0
2016,September,Vanke,$150 ,,Henderson Global,Real estate,Property,United Kingdom,Europe,0
2016,September,CEFC,$110 ,35%,Taiwan Petroleum Corp,Energy,Oil,Chad,Sub-Saharan Africa,0
2016,September,Chongqing USUM,$260 ,,Scholz Holding,Other,Industry,Germany,Europe,0
2016,September,Hangzhou Lianluo Interactive,$260 ,56%,Newegg,Other,Consumer,United States,USA,0
2016,September,Beijing Miteno,$430 ,100%,Media.net,Other,Communications,United States,USA,0
2016,September,China General Nuclear,$110 ,,,Energy,Alternative,France,Europe,0
2016,September,CIC,"$1,090 ",,Petrobras,Energy,Gas,Brazil,South America,0
2016,September,"China Energy Conservation, Jiangsu Dadang, China Tianying","$1,570 ",,ACS,Utilities,,Spain,Europe,0
2016,September,"Shanghai Capital, China IC Fund",$510 ,100%,Analogix,Technology,,United States,USA,0
2016,September,Bank of China,$100 ,,,Finance,Banking,Australia,Australia,0
2016,October,Great Wall Industry,$210 ,,,Technology,Telecom,Thailand,East Asia,1
2016,October,Huawei,$170 ,,Telekom Srbija,Technology,Telecom,Serbia,Europe,1
2016,October,China Communications Construction,$770 ,,,Transport,Shipping,Guinea,Sub-Saharan Africa,0
2016,October,"Power Construction Corp, Shenzhen Yantian, and Rizhao Port","$1,910 ",,KAJ Development,Transport,Shipping,Malaysia,East Asia,1
2016,October,Tebian Electric Apparatus,"$1,660 ",,Dhaka Power,Energy,,Bangladesh,West Asia,1
2016,October,Sinomach,"$1,010 ",,Kar Electrical,Energy,Gas,Iraq,Arab Middle East and North Africa,1
2016,October,Sinomach,$120 ,,,Energy,,Cambodia,East Asia,1
2016,October,CNPC,$690 ,,,Energy,Oil,Bangladesh,West Asia,1
2016,October,Sinopec,$190 ,,PETRONAS,Chemicals,,Malaysia,East Asia,1
2016,October,China Communications Construction,$200 ,,,Transport,Shipping,Philippines,East Asia,1
2016,October,China Communications Construction,$210 ,,,Transport,Aviation,S. Sudan,Sub-Saharan Africa,0
2016,October,"Jiangsu Yongding, Sinomach","$1,140 ",,,Energy,,Bangladesh,West Asia,1
2016,October,Sinomach,$480 ,,Maduru Oya,Agriculture,,Sri Lanka,West Asia,1
2016,October,Norinco,$100 ,,,Utilities,,Laos,East Asia,1
2016,October,Jiangxi International Economic and Technical Cooperation,$130 ,,,Energy,Alternative,Kenya,Sub-Saharan Africa,0
2016,October,State Development and Investment Corp,$130 ,,,Tourism,,Cape Verde,Sub-Saharan Africa,0
2016,October,"Power Construction Corp, Jiangsu Zhongli",$340 ,,,Energy,Alternative,Argentina,South America,0
2016,October,Sinomach,$240 ,,Kar Group,Real estate,Construction,Iraq,Arab Middle East and North Africa,1
2016,October,Sinomach,$410 ,,,Energy,Gas,Nigeria,Sub-Saharan Africa,0
2016,October,China Communications Construction,$120 ,,,Transport,Autos,Myanmar,East Asia,1
2016,October,Shenzhen Government,$990 ,100%,ACR Capital,Finance,,Singapore,East Asia,1
2016,October,Three Gorges,"$1,200 ",,Duke,Energy,,Brazil,South America,0
2016,October,HNA,$140 ,,,Entertainment,,United States,USA,0
2016,October,Chengdu Techcent,$340 ,60%,Alba,Other,Industry,Germany,Europe,0
2016,October,Chinalco,"$1,100 ",47%,Simandou,Metals,Steel,Guinea,Sub-Saharan Africa,0
2016,October,State Grid,$350 ,24%,Public Power,Energy,,Greece,Europe,0
2016,October,Anbang,$560 ,,Blackstone,Real estate,Property,Netherlands,Europe,0
2016,October,HNA,"$6,500 ",25%,Blackstone,Tourism,,United States,USA,0
2016,October,China Life,$810 ,,Starwood,Tourism,,United States,USA,0
2016,October,Envision Energy,$290 ,,,Energy,Alternative,Argentina,South America,0
2016,October,CIC,$930 ,,,Real estate,Property,Germany,Europe,0
2016,October,China Vanke,$100 ,33%,Kidman,Agriculture,,Australia,Australia,0
2016,October,Power Construction Corp,$250 ,70%,PLN,Energy,Coal,Indonesia,East Asia,1
2016,October,Jiangxi Zhongmei,$140 ,,,Energy,Alternative,Kenya,Sub-Saharan Africa,0
2016,October,Jin Jiang Hotels,$130 ,,,Other,,United States,USA,0
2016,November,State Construction Engineering,$150 ,,Damac,Tourism,,United Arab Emirates,Arab Middle East and North Africa,1
2016,November,CNPC,$410 ,,Sonatrach,Energy,Oil,Algeria,Arab Middle East and North Africa,0
2016,November,"China Communications Construction, China Railway Engineering",$160 ,,,Transport,Rail,Serbia,Europe,1
2016,November,China Railway Construction,$340 ,45%,HBK Contracting,Entertainment,,Qatar,Arab Middle East and North Africa,1
2016,November,Sinomach,$200 ,,,Energy,Gas,Nigeria,Sub-Saharan Africa,0
2016,November,Sinomach,$230 ,,Wuta,Energy,Gas,Ghana,Sub-Saharan Africa,0
2016,November,"China Railway Contruction, China Railway Engineering, and China Communications Construction","$2,120 ",,,Transport,Rail,Malaysia,East Asia,1
2016,November,Minmetals,$310 ,,,Real estate,Construction,Malaysia,East Asia,1
2016,November,Minmetals,$310 ,,,Transport,Autos,Kuwait,Arab Middle East and North Africa,1
2016,November,Power Construction Corp,$120 ,,Sarawak Energy,Energy,Gas,Malaysia,East Asia,1
2016,November,China Railway Engineering,$100 ,,,Other,Medical,Ecuador,South America,0
2016,November,China National Building Material,$210 ,,,Energy,Alternative,Portugal,Europe,0
2016,November,China Energy Engineering,$280 ,,,Energy,Coal,Philippines,East Asia,1
2016,November,CNPC,$280 ,,,Energy,Gas,Iraq,Arab Middle East and North Africa,1
2016,November,China Railway Construction,"$2,260 ",,,Transport,Rail,Zambia,Sub-Saharan Africa,0
2016,November,China Communications Construction,$130 ,,,Transport,Aviation,Australia,Australia,0
2016,November,China Communications Construction,$440 ,,,Transport,Rail,Australia,Australia,0
2016,November,China Communications Construction,"$1,470 ",,,Energy,Coal,Philippines,East Asia,1
2016,November,China Energy Engineering,$640 ,,,Agriculture,,Kenya,Sub-Saharan Africa,0
2016,November,Qingdao Hengshun Zhongsheng,$440 ,,,Energy,Alternative,Philippines,East Asia,1
2016,November,China National Chemical Engineering,$890 ,,,Energy,,Indonesia,East Asia,1
2016,November,Power Construction Corp,$220 ,,,Transport,Autos,Serbia,Europe,1
2016,November,CNPC,$110 ,,Petronas,Chemicals,,Malaysia,East Asia,1
2016,November,CITIC,$850 ,,,Agriculture,,Belarus,Europe,1
2016,November,Minmetals,$460 ,,ThyssenKrupp,Real estate,Construction,Algeria,Arab Middle East and North Africa,0
2016,November,Sinosteel,$180 ,,Eurasia Mining,Metals,,Russia,West Asia,0
2016,November,Qingdao Hengshun Zhongsheng,$420 ,,Ozamiz,Energy,Coal,Philippines,East Asia,1
2016,November,Sinosteel,$110 ,,Garnet,Metals,,Australia,Australia,0
2016,November,China National Building Material,$210 ,,Portugal Solara4 Vaqueiros,Energy,Alternative,United Kingdom,Europe,0
2016,November,China Communications Construction,$170 ,,Parramatta,Other,Education,Australia,Australia,0
2016,November,CNPC,$600 ,30%,Total,Energy,Gas,Iran,West Asia,1
2016,November,Beijing Enterprises,"$1,080 ",20%,Verkhnechonskneftegaz,Energy,Gas,Russia,West Asia,0
2016,November,Legend,$120 ,2%,Santos,Energy,Gas,Australia,Australia,0
2016,November,Cultural Investment,$140 ,75%,Framestore,Entertainment,,United Kingdom,Europe,0
2016,November,CEFC,$310 ,,Penta,Real estate,Property,Czech Rep.,Europe,1
2016,November,Ctrip,"$1,740 ",100%,Skyscanner,Tourism,,United Kingdom,Europe,0
2016,November,Fosun,$180 ,17%,Banco Comercial Portugues,Finance,Banking,Portugal,Europe,0
2016,November,Taikang Life,$860 ,19%,NorthStar Realty,Real estate,Property,United States,USA,0
2016,November,CNPC,"$1,460 ",,PDVSA,Energy,Oil,Venezuela,South America,0
2016,November,Bank of China,"$1,140 ",30%,Lundin Mining,Metals,Copper,Dem. Rep. Congo,Sub-Saharan Africa,0
2016,November,China National Building Material,$180 ,,Activ Solar,Energy,Alternative,Ukraine,Europe,1
2016,November,Cinda and Union Life,$700 ,75%,Welltower,Real estate,Property,United States,USA,0
2016,November,Shanghai Greenland,$120 ,,,Real estate,Construction,Canada,North America,0
2016,November,Changsheng China,$120 ,,,Real estate,Property,Australia,Australia,0
2016,November,Anbang,$260 ,4%,Woori Bank,Finance,Banking,South Korea,East Asia,1
2016,November,Shandong Yuhuang Chemical,"$1,850 ",,,Chemicals,,United States,USA,0
2016,December,Minmetals,$530 ,,Daman,Other,Medical,Kuwait,Arab Middle East and North Africa,1
2016,December,State Construction Engineering,$200 ,,HEI,Energy,Coal,United Arab Emirates,Arab Middle East and North Africa,1
2016,December,China Railway Construction,$540 ,,Win Win House,Agriculture,,Thailand,East Asia,1
2016,December,China Singyes,$150 ,,,Energy,Alternative,Uzbekistan,West Asia,1
2016,December,China Communications Construction,$350 ,,,Transport,Autos,Jamaica,North America,0
2016,December,Power Construction Corp,$200 ,,,Transport,Autos,Kenya,Sub-Saharan Africa,0
2016,December,Harbin Electric,"$1,470 ",,Malaysia's YTL,Energy,Coal,Indonesia,East Asia,1
2016,December,State Grid,"$1,760 ",,,Energy,,Pakistan,West Asia,1
2016,December,State Development and Investment Corp,$450 ,,,Chemicals,,Ethiopia,Sub-Saharan Africa,1
2016,December,"China Communications Construction, State Construction Engineering",$510 ,,,Transport,Shipping,Bangladesh,West Asia,1
2016,December,Sinomach,$150 ,,,Energy,Alternative,Brazil,South America,0
2016,December,China Railway Engineering,$110 ,,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2016,December,China Railway Engineering,$150 ,,,Transport,Aviation,Maldives,West Asia,1
2016,December,China National Building Material,$170 ,,PT Semen Baturaja Persero,Real estate,Construction,Indonesia,East Asia,1
2016,December,China Communications Construction,$110 ,,,Transport,Aviation,British Virgin Islands,North America,0
2016,December,Power Construction Corp,$360 ,,EPAL,Utilities,,Angola,Sub-Saharan Africa,0
2016,December,ZTE,"$1,010 ",,,Technology,Telecom,Italy,Europe,0
2016,December,Power Construction Corp,$280 ,,,Energy,,Bangladesh,West Asia,1
2016,December,Minmetals,"$1,360 ",,,Metals,Steel,Malaysia,East Asia,1
2016,December,Shanghai Tunnel Engineering,$220 ,,,Transport,Rail,Singapore,East Asia,1
2016,December,Shanghai Tunnel Engineering,$110 ,,Won Hup,Transport,Rail,Singapore,East Asia,1
2016,December,JA Solar,$320 ,,,Energy,Alternative,Vietnam,East Asia,1
2016,December,ZTE,$100 ,48%,Netas,Technology,Telecom,Turkey,West Asia,1
2016,December,China General Nuclear,$430 ,,Gaelectric,Energy,Alternative,Ireland,Europe,0
2016,December,Hebei Iron,$120 ,,,Metals,Steel,Serbia,Europe,1
2016,December,Dahua Group,$140 ,,,Real estate,Property,Australia,Australia,0
2016,December,Jiangsu Shagang led consortium,"$2,960 ",49%,Global Switch,Technology,Telecom,United Kingdom,Europe,0
2016,December,Gansu Gangtai,$240 ,85%,Buccellati,Other,Consumer,Italy,Europe,0
2016,December,SAFE,"$1,150 ",10%,Sibur,Energy,Gas,Russia,West Asia,0
2016,December,CIC,"$1,780 ",11%,National Grid,Energy,Gas,United Kingdom,Europe,0
2016,December,Feihe International,$170 ,,,Agriculture,,Canada,North America,0
2016,December,CEFC,"$1,020 ",40%,J&T Finance,Finance,Investment,Czech Rep.,Europe,1
2016,December,State Grid,"$4,490 ",55%,CPFL,Energy,,Brazil,South America,0
2016,December,Power Construction Corp,$100 ,,Lennar,Real estate,Property,United States,USA,0
2016,December,GNOOC,"$1,110 ",,,Energy,Oil,Mexico,North America,0
2016,December,CIC,"$1,030 ",45%,Invesco,Real estate,Property,United States,USA,0
2016,December,Trina Solar,$100 ,,,Energy,Alternative,Vietnam,East Asia,1
2016,December,Minmetals,$110 ,,,Real estate,Property,Singapore,East Asia,1
2016,December,Didi Chuxing,$100 ,,99Taxis,Transport,Autos,Brazil,South America,0
2016,December,Three Gorges,"$1,200 ",75%,West Seti,Energy,Hydro,Nepal,West Asia,1
2016,December,Fosun,$200 ,,Latsis,Transport,Aviation,Greece,Europe,0
2017,January,China Energy Engineering,"$1,720 ",,,Energy,Hydro,Pakistan,West Asia,1
2017,January,China Communications Construction,$210 ,,,Transport,Autos,Afghanistan,West Asia,1
2017,January,China Railway Engineering,$100 ,,,Utilities,,Angola,Sub-Saharan Africa,0
2017,January,China Railway Engineering,$160 ,,,Transport,Autos,Angola,Sub-Saharan Africa,0
2017,January,China Nonferrous,$250 ,,,Real estate,Construction,Zambia,Sub-Saharan Africa,0
2017,January,China Railway Engineering,$130 ,,,Utilities,,Angola,Sub-Saharan Africa,0
2017,January,Beijing Urban Construction,$200 ,,,Tourism,,Barbados,North America,0
2017,January,Sinopec,$110 ,,,Other,Industry,Ethiopia,Sub-Saharan Africa,1
2017,January,Minmetals,$600 ,,,Real estate,Construction,Indonesia,East Asia,1
2017,January,Minmetals,$350 ,,,Tourism,,United States,USA,0
2017,January,Minmetals,$280 ,,,Real estate,Construction,Maldives,West Asia,1
2017,January,Minmetals,$230 ,,,Real estate,Construction,Vietnam,East Asia,1
2017,January,State Construction Engineering,$300 ,,,Real estate,Construction,United Arab Emirates,Arab Middle East and North Africa,1
2017,January,"Shenzhen Energy, Power Construction Corp",$880 ,,,Energy,Hydro,Papua New Guinea,East Asia,0
2017,January,China Railway Construction,$390 ,,,Transport,Rail,Russia,West Asia,0
2017,January,China Railway Engineering,$240 ,,,Other,Industry,Ethiopia,Sub-Saharan Africa,1
2017,January,China National Building Material,$230 ,,,Real estate,Construction,Indonesia,East Asia,1
2017,January,Yunnan Investment,$160 ,,,Energy,Hydro,Laos,East Asia,1
2017,January,China Railway Construction,$160 ,,,Transport,Autos,Angola,Sub-Saharan Africa,0
2017,January,Sanpower,$820 ,,Valeant,Other,Medical,Canada,North America,0
2017,January,Dalian Wanda,$960 ,100%,Nordic Cinema,Entertainment,,Sweden,Europe,0
2017,January,Hebei Iron,$120 ,,,Metals,Steel,Serbia,Europe,1
2017,January,Yonghui Superstores Co.,$160 ,40%,Daymong Worldwide,Other,Consumer,United States,USA,0
2017,January,HNA,$360 ,,CBRE Global,Real estate,Property,United States,USA,0
2017,January,Oceanwide Holdings and IDG Capital,$540 ,100%,International Data Group,Technology,,United States,USA,0
2017,January,Zhejiang Jinke,"$1,050 ",100%,Outfit7,Entertainment,,Slovenia,Europe,1
2017,January,China Communications Construction,$100 ,80%,Concremat,Real estate,Construction,Brazil,South America,0
2017,January,China National Building Material,$250 ,,,Real estate,Construction,India,West Asia,1
2017,January,Ex-Im Bank,$210 ,100%,Invitel Group,Technology,Telecom,Hungary,Europe,1
2017,January,Ming Yuan Silu,$110 ,,,Real estate,Construction,Uzbekistan,West Asia,1
2017,February,Sinomach,$220 ,,,Metals,,Iran,West Asia,1
2017,February,China Railway Engineering,$110 ,,,Real estate,Construction,Philippines,East Asia,1
2017,February,China National Building Material,$130 ,,,Real estate,Construction,Pakistan,West Asia,1
2017,February,Sinopec,$250 ,,Aramco,Energy,Gas,Saudi Arabia,Arab Middle East and North Africa,1
2017,February,Sinopec,$590 ,,,Energy,Oil,Iran,West Asia,1
2017,February,Hebei Construction and Investment Group,$140 ,,,Energy,Hydro,Laos,East Asia,1
2017,February,State Construction Engineering,$220 ,,,Transport,Autos,United Arab Emirates,Arab Middle East and North Africa,1
2017,February,China Communications Construction,"$1,080 ",,,Transport,Autos,Senegal,Sub-Saharan Africa,0
2017,February,China Communications Construction,$850 ,,,Transport,Rail,Uganda,Sub-Saharan Africa,0
2017,February,Power Construction Corp,$130 ,,,Energy,Alternative,Pakistan,West Asia,1
2017,February,Power Construction Corp,$760 ,,,Energy,Oil,Jamaica,North America,0
2017,February,Midea,$170 ,,Servotronix,Other,Industry,Israel,Europe,1
2017,February,ChinaNetCentre,$190 ,98%,CDNetworks,Technology,Telecom,South Korea,East Asia,1
2017,February,Fosun,$310 ,7%,Banco Comercial Portugues,Finance,Banking,Portugal,Europe,0
2017,February,HNA,$800 ,3%,Deutsche Bank,Finance,Banking,Germany,Europe,0
2017,February,CNPC,"$1,770 ",8%,,Energy,Oil,United Arab Emirates,Arab Middle East and North Africa,1
2017,February,CEFC,$890 ,4%,,Energy,Oil,United Arab Emirates,Arab Middle East and North Africa,1
2017,February,Alibaba,$200 ,,Kakao,Other,Consumer,South Korea,East Asia,1
2017,February,JAC Motors,$110 ,,Giant Motors,Transport,Autos,Mexico,North America,0
2017,February,Anbang,$510 ,51%,Retirement Concepts,Real estate,Property,Canada,North America,0
2017,February,Three Gorges,$260 ,49%,EDP,Energy,Alternative,Portugal,Europe,0
2017,February,Shenyang Lan Sa,$170 ,93%,,Energy,Alternative,Guinea-Bissau,Sub-Saharan Africa,0
2017,February,Forise,$910 ,,,Real estate,Property,Australia,Australia,0
2017,February,State Construction Engineering,$290 ,,,Real estate,Property,Singapore,East Asia,1
2017,February,AVIC and Jiangxi Water,$310 ,39%,Two Rivers,Real estate,Property,Kenya,Sub-Saharan Africa,0
2017,March,China Railway Construction,"$1,470 ",,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2017,March,China Railway Construction,$130 ,,,Transport,Rail,Nigeria,Sub-Saharan Africa,0
2017,March,Sino Great Wall,$100 ,,,Real estate,Construction,Sri Lanka,West Asia,1
2017,March,China National Chemical Engineering,"$1,170 ",,,Energy,Oil,Russia,West Asia,0
2017,March,State Development and Investment Corp,$310 ,,Phong Sub Thavy,Energy,Hydro,Laos,East Asia,1
2017,March,China Energy Engineering,$310 ,,,Energy,Oil,Chad,Sub-Saharan Africa,0
2017,March,"China Henan International Cooperation, China City Construction",$170 ,,,Transport,Autos,Kenya,Sub-Saharan Africa,0
2017,March,China Communications Construction,$510 ,,,Other,,Australia,Australia,0
2017,March,China Energy Engineering,$710 ,,,Real estate,Construction,Kuwait,Arab Middle East and North Africa,1
2017,March,"China Communications Construction, Power Construction Corp",$130 ,,,Transport,Autos,Mozambique,Sub-Saharan Africa,0
2017,March,Tebian Electric Apparatus,$100 ,,,Energy,,Ethiopia,Sub-Saharan Africa,1
2017,March,Tebian Electric Apparatus,$120 ,,,Energy,,Mongolia,East Asia,1
2017,March,CNOOC,$170 ,,,Energy,Oil,Nigeria,Sub-Saharan Africa,0
2017,March,State Development and Investment Corp,$120 ,,,Transport,Aviation,Barbados,North America,0
2017,March,Shanghai Electric,$100 ,,,Energy,,Ethiopia,Sub-Saharan Africa,1
2017,March,China Energy Engineering,$110 ,,,Transport,Autos,Bangladesh,West Asia,1
2017,March,China Communications Construction,$150 ,,,Transport,Shipping,Brazil,South America,0
2017,March,Power Construction Corp,$150 ,,,Energy,,Poland,Europe,1
2017,March,Zhonghong Zhuoye,$430 ,21%,Sea World,Entertainment,,United States,USA,0
2017,March,Tencent Holdings,"$1,780 ",5%,Tesla,Transport,,United States,USA,0
2017,March,HNA,$450 ,25%,Old Mutual,Finance,Banking,United States,USA,0
2017,March,HNA,$460 ,2%,Deutsche Bank,Finance,Banking,Germany,Europe,0
2017,March,Sino-Europe Sports,$530 ,,Elliott Management,Entertainment,,Italy,Europe,0
2017,March,CC Land,"$1,410 ",,British Land and Oxford Properties,Real estate,Property,United Kingdom,Europe,0
2017,March,Alibaba,$180 ,22%,Paytm Mall,Other,Consumer,India,West Asia,1
2017,March,CIC,$100 ,,Airbnb,Tourism,,United States,USA,0
2017,March,Shanghai Inesa,$110 ,100%,Konsalnet,Other,,Poland,Europe,1
2017,March,Qingdao Lu Haifeng,$280 ,,,Agriculture,,Malaysia,East Asia,1
2017,March,State Power Investment,"$1,480 ",74%,HUBCO,Energy,Coal,Pakistan,West Asia,1
